year,month,district,temperature,humidity,rainfall_mm,wind_speed,condition
2024,2,Ahmednagar,38,66,19,8,Cloudy
2024,2,Akola,33,86,8,3,Cloudy
2024,2,Amravati,26,90,15,11,Cloudy
2024,2,Aurangabad,34,43,11,3,Cloudy
2024,2,Beed,28,52,18,12,Cloudy
2024,2,Bhandara,21,67,20,6,Cloudy
2024,2,Buldhana,28,55,20,12,Cloudy
2024,2,Chandrapur,38,54,9,3,Cloudy
2024,2,Dhule,23,63,11,5,Cloudy
2024,2,Gadchiroli,38,85,10,5,Cloudy
2024,2,Gondia,27,56,12,5,Cloudy
2024,2,Hingoli,38,51,3,7,Cloudy
2024,2,Jalgaon,23,66,18,9,Cloudy
2024,2,Jalna,28,50,6,10,Cloudy
2024,2,Kolhapur,34,50,12,4,Cloudy
2024,2,Latur,36,59,9,9,Cloudy
2024,2,Mumbai City,31,78,5,12,Cloudy
2024,2,Mumbai Suburban,21,50,7,4,Cloudy
2024,2,Nagpur,29,70,20,10,Cloudy
2024,2,Nanded,31,91,8,3,Cloudy
2024,2,Nandurbar,24,85,11,8,Cloudy
2024,2,Nashik,38,75,0,3,Cloudy
2024,2,Osmanabad,26,94,20,4,Cloudy
2024,2,Palghar,36,93,3,11,Cloudy
2024,2,Parbhani,23,47,3,11,Cloudy
2024,2,Pune,26,63,0,6,Cloudy
2024,2,Raigad,20,94,15,3,Cloudy
2024,2,Ratnagiri,23,75,20,5,Cloudy
2024,2,Sangli,29,54,6,2,Cloudy
2024,2,Satara,33,51,5,9,Cloudy
2024,2,Sindhudurg,29,89,5,12,Cloudy
2024,2,Solapur,32,95,18,4,Cloudy
2024,2,Thane,27,48,12,8,Cloudy
2024,2,Wardha,26,55,18,10,Cloudy
2024,2,Washim,31,80,9,6,Cloudy
2024,2,Yavatmal,32,68,13,10,Cloudy
2024,3,Ahmednagar,22,88,10,10,Hot
2024,3,Akola,38,79,8,11,Hot
2024,3,Amravati,32,65,9,4,Hot
2024,3,Aurangabad,27,68,6,11,Hot
2024,3,Beed,32,67,10,2,Hot
2024,3,Bhandara,27,57,8,6,Hot
2024,3,Buldhana,29,64,2,4,Hot
2024,3,Chandrapur,21,64,6,5,Hot
2024,3,Dhule,34,81,5,2,Hot
2024,3,Gadchiroli,36,95,2,6,Hot
2024,3,Gondia,34,76,4,3,Hot
2024,3,Hingoli,37,60,6,7,Hot
2024,3,Jalgaon,23,74,2,9,Hot
2024,3,Jalna,32,56,10,3,Hot
2024,3,Kolhapur,34,93,9,9,Hot
2024,3,Latur,27,77,0,4,Hot
2024,3,Mumbai City,22,52,8,12,Hot
2024,3,Mumbai Suburban,24,60,1,5,Hot
2024,3,Nagpur,20,61,10,3,Hot
2024,3,Nanded,26,72,7,3,Hot
2024,3,Nandurbar,29,42,8,7,Hot
2024,3,Nashik,24,84,9,11,Hot
2024,3,Osmanabad,25,46,9,7,Hot
2024,3,Palghar,29,50,8,8,Hot
2024,3,Parbhani,28,64,9,3,Hot
2024,3,Pune,29,89,8,6,Hot
2024,3,Raigad,31,54,1,2,Hot
2024,3,Ratnagiri,26,45,8,11,Hot
2024,3,Sangli,20,47,3,11,Hot
2024,3,Satara,32,88,5,5,Hot
2024,3,Sindhudurg,25,67,8,7,Hot
2024,3,Solapur,23,45,1,12,Hot
2024,3,Thane,22,42,3,11,Hot
2024,3,Wardha,25,88,0,5,Hot
2024,3,Washim,28,63,6,8,Hot
2024,3,Yavatmal,32,76,8,3,Hot
2024,4,Ahmednagar,26,53,7,10,Hot
2024,4,Akola,32,74,8,4,Hot
2024,4,Amravati,31,95,8,11,Hot
2024,4,Aurangabad,35,95,9,7,Hot
2024,4,Beed,24,94,8,12,Hot
2024,4,Bhandara,28,55,0,7,Hot
2024,4,Buldhana,26,72,9,6,Hot
2024,4,Chandrapur,37,91,8,2,Hot
2024,4,Dhule,38,94,8,8,Hot
2024,4,Gadchiroli,37,60,3,10,Hot
2024,4,Gondia,36,53,7,6,Hot
2024,4,Hingoli,34,48,1,11,Hot
2024,4,Jalgaon,31,45,6,11,Hot
2024,4,Jalna,38,52,6,5,Hot
2024,4,Kolhapur,25,60,3,2,Hot
2024,4,Latur,36,82,4,8,Hot
2024,4,Mumbai City,35,40,8,6,Hot
2024,4,Mumbai Suburban,20,84,1,12,Hot
2024,4,Nagpur,31,77,9,10,Hot
2024,4,Nanded,23,76,7,12,Hot
2024,4,Nandurbar,36,87,6,9,Hot
2024,4,Nashik,23,48,1,5,Hot
2024,4,Osmanabad,24,72,10,8,Hot
2024,4,Palghar,35,86,9,9,Hot
2024,4,Parbhani,20,68,1,11,Hot
2024,4,Pune,38,73,2,10,Hot
2024,4,Raigad,30,56,0,10,Hot
2024,4,Ratnagiri,30,54,3,11,Hot
2024,4,Sangli,33,79,4,12,Hot
2024,4,Satara,37,61,8,3,Hot
2024,4,Sindhudurg,25,51,1,7,Hot
2024,4,Solapur,24,69,0,3,Hot
2024,4,Thane,36,44,9,11,Hot
2024,4,Wardha,28,83,8,11,Hot
2024,4,Washim,25,83,5,12,Hot
2024,4,Yavatmal,36,48,0,4,Hot
2024,5,Ahmednagar,38,45,5,9,Hot
2024,5,Akola,27,70,1,8,Hot
2024,5,Amravati,28,81,10,9,Hot
2024,5,Aurangabad,22,65,5,9,Hot
2024,5,Beed,25,51,1,9,Hot
2024,5,Bhandara,24,59,9,4,Hot
2024,5,Buldhana,36,42,0,3,Hot
2024,5,Chandrapur,23,47,2,10,Hot
2024,5,Dhule,31,72,2,2,Hot
2024,5,Gadchiroli,27,80,3,11,Hot
2024,5,Gondia,37,43,4,8,Hot
2024,5,Hingoli,36,76,9,8,Hot
2024,5,Jalgaon,26,69,5,7,Hot
2024,5,Jalna,27,42,4,3,Hot
2024,5,Kolhapur,21,58,0,10,Hot
2024,5,Latur,27,52,9,6,Hot
2024,5,Mumbai City,26,60,2,2,Hot
2024,5,Mumbai Suburban,24,67,6,5,Hot
2024,5,Nagpur,20,66,6,9,Hot
2024,5,Nanded,32,47,9,8,Hot
2024,5,Nandurbar,22,44,10,9,Hot
2024,5,Nashik,23,92,0,12,Hot
2024,5,Osmanabad,25,43,5,12,Hot
2024,5,Palghar,35,80,3,5,Hot
2024,5,Parbhani,24,81,10,9,Hot
2024,5,Pune,23,64,6,10,Hot
2024,5,Raigad,34,67,3,11,Hot
2024,5,Ratnagiri,35,86,10,4,Hot
2024,5,Sangli,34,74,2,3,Hot
2024,5,Satara,22,62,1,8,Hot
2024,5,Sindhudurg,21,50,4,11,Hot
2024,5,Solapur,23,49,2,6,Hot
2024,5,Thane,36,91,9,10,Hot
2024,5,Wardha,23,73,4,11,Hot
2024,5,Washim,38,81,7,11,Hot
2024,5,Yavatmal,35,46,9,8,Hot
2024,6,Ahmednagar,24,77,172,12,Rain
2024,6,Akola,30,49,169,11,Rain
2024,6,Amravati,22,76,268,7,Rain
2024,6,Aurangabad,27,89,193,10,Rain
2024,6,Beed,25,86,166,10,Rain
2024,6,Bhandara,38,53,345,3,Rain
2024,6,Buldhana,31,75,168,10,Rain
2024,6,Chandrapur,24,78,387,12,Rain
2024,6,Dhule,35,86,307,2,Rain
2024,6,Gadchiroli,38,88,126,11,Rain
2024,6,Gondia,34,80,317,11,Rain
2024,6,Hingoli,22,43,253,4,Rain
2024,6,Jalgaon,31,84,242,9,Rain
2024,6,Jalna,32,82,152,4,Rain
2024,6,Kolhapur,20,67,252,10,Rain
2024,6,Latur,32,79,275,8,Rain
2024,6,Mumbai City,30,94,132,11,Rain
2024,6,Mumbai Suburban,28,67,295,12,Rain
2024,6,Nagpur,24,82,383,10,Rain
2024,6,Nanded,27,91,269,11,Rain
2024,6,Nandurbar,30,69,106,6,Rain
2024,6,Nashik,24,70,291,5,Rain
2024,6,Osmanabad,30,75,264,9,Rain
2024,6,Palghar,31,93,219,11,Rain
2024,6,Parbhani,35,49,188,11,Rain
2024,6,Pune,35,64,121,2,Rain
2024,6,Raigad,32,74,388,12,Rain
2024,6,Ratnagiri,26,67,241,6,Rain
2024,6,Sangli,24,72,204,5,Rain
2024,6,Satara,21,58,197,5,Rain
2024,6,Sindhudurg,30,71,364,8,Rain
2024,6,Solapur,34,89,328,8,Rain
2024,6,Thane,28,54,130,8,Rain
2024,6,Wardha,22,55,182,3,Rain
2024,6,Washim,38,65,285,5,Rain
2024,6,Yavatmal,21,41,399,8,Rain
2024,7,Ahmednagar,20,51,163,12,Rain
2024,7,Akola,23,61,359,11,Rain
2024,7,Amravati,28,82,115,8,Rain
2024,7,Aurangabad,24,71,223,7,Rain
2024,7,Beed,35,42,111,12,Rain
2024,7,Bhandara,29,44,149,6,Rain
2024,7,Buldhana,32,90,242,5,Rain
2024,7,Chandrapur,22,91,129,10,Rain
2024,7,Dhule,28,59,138,6,Rain
2024,7,Gadchiroli,34,49,312,10,Rain
2024,7,Gondia,29,57,157,7,Rain
2024,7,Hingoli,34,64,400,11,Rain
2024,7,Jalgaon,29,92,257,9,Rain
2024,7,Jalna,22,87,310,10,Rain
2024,7,Kolhapur,37,56,111,10,Rain
2024,7,Latur,33,59,215,9,Rain
2024,7,Mumbai City,27,89,155,12,Rain
2024,7,Mumbai Suburban,30,95,143,2,Rain
2024,7,Nagpur,25,75,264,2,Rain
2024,7,Nanded,33,88,241,12,Rain
2024,7,Nandurbar,21,67,214,5,Rain
2024,7,Nashik,25,53,316,10,Rain
2024,7,Osmanabad,35,90,175,9,Rain
2024,7,Palghar,28,57,175,5,Rain
2024,7,Parbhani,28,46,310,2,Rain
2024,7,Pune,34,43,279,8,Rain
2024,7,Raigad,29,91,300,8,Rain
2024,7,Ratnagiri,33,67,211,11,Rain
2024,7,Sangli,23,64,135,7,Rain
2024,7,Satara,35,93,352,8,Rain
2024,7,Sindhudurg,34,69,250,5,Rain
2024,7,Solapur,34,53,372,9,Rain
2024,7,Thane,28,53,283,12,Rain
2024,7,Wardha,34,60,148,3,Rain
2024,7,Washim,25,50,370,10,Rain
2024,7,Yavatmal,34,54,254,8,Rain
2024,8,Ahmednagar,20,77,246,6,Rain
2024,8,Akola,29,87,170,6,Rain
2024,8,Amravati,30,81,345,3,Rain
2024,8,Aurangabad,20,87,316,12,Rain
2024,8,Beed,28,55,227,9,Rain
2024,8,Bhandara,28,62,288,6,Rain
2024,8,Buldhana,30,74,245,9,Rain
2024,8,Chandrapur,22,95,202,7,Rain
2024,8,Dhule,21,49,327,2,Rain
2024,8,Gadchiroli,20,79,264,5,Rain
2024,8,Gondia,23,50,355,6,Rain
2024,8,Hingoli,21,49,131,9,Rain
2024,8,Jalgaon,29,64,175,8,Rain
2024,8,Jalna,26,50,286,10,Rain
2024,8,Kolhapur,34,54,177,3,Rain
2024,8,Latur,20,58,110,7,Rain
2024,8,Mumbai City,27,77,190,5,Rain
2024,8,Mumbai Suburban,35,56,317,6,Rain
2024,8,Nagpur,28,83,285,7,Rain
2024,8,Nanded,34,49,299,3,Rain
2024,8,Nandurbar,23,53,235,11,Rain
2024,8,Nashik,32,56,366,5,Rain
2024,8,Osmanabad,28,74,241,5,Rain
2024,8,Palghar,22,60,181,4,Rain
2024,8,Parbhani,28,55,103,12,Rain
2024,8,Pune,27,91,169,9,Rain
2024,8,Raigad,27,94,154,10,Rain
2024,8,Ratnagiri,20,66,174,8,Rain
2024,8,Sangli,23,86,177,8,Rain
2024,8,Satara,23,66,192,9,Rain
2024,8,Sindhudurg,33,44,134,5,Rain
2024,8,Solapur,31,60,369,11,Rain
2024,8,Thane,28,65,166,5,Rain
2024,8,Wardha,29,86,150,6,Rain
2024,8,Washim,28,56,146,4,Rain
2024,8,Yavatmal,26,68,175,4,Rain
2024,9,Ahmednagar,30,61,371,10,Rain
2024,9,Akola,35,76,154,10,Rain
2024,9,Amravati,24,55,242,8,Rain
2024,9,Aurangabad,32,59,129,12,Rain
2024,9,Beed,28,81,152,8,Rain
2024,9,Bhandara,32,91,351,9,Rain
2024,9,Buldhana,20,70,249,7,Rain
2024,9,Chandrapur,38,56,319,10,Rain
2024,9,Dhule,26,91,104,12,Rain
2024,9,Gadchiroli,36,68,194,3,Rain
2024,9,Gondia,32,41,183,3,Rain
2024,9,Hingoli,31,52,124,10,Rain
2024,9,Jalgaon,33,53,337,2,Rain
2024,9,Jalna,35,87,237,4,Rain
2024,9,Kolhapur,25,46,220,9,Rain
2024,9,Latur,36,62,368,8,Rain
2024,9,Mumbai City,30,67,119,6,Rain
2024,9,Mumbai Suburban,21,67,274,6,Rain
2024,9,Nagpur,26,76,392,10,Rain
2024,9,Nanded,20,51,124,10,Rain
2024,9,Nandurbar,34,63,398,11,Rain
2024,9,Nashik,24,84,393,4,Rain
2024,9,Osmanabad,24,52,101,9,Rain
2024,9,Palghar,22,79,142,9,Rain
2024,9,Parbhani,29,78,282,2,Rain
2024,9,Pune,23,68,355,7,Rain
2024,9,Raigad,20,63,288,8,Rain
2024,9,Ratnagiri,25,68,357,8,Rain
2024,9,Sangli,37,91,165,4,Rain
2024,9,Satara,26,74,262,8,Rain
2024,9,Sindhudurg,25,95,264,6,Rain
2024,9,Solapur,24,66,191,9,Rain
2024,9,Thane,27,40,279,11,Rain
2024,9,Wardha,29,48,200,10,Rain
2024,9,Washim,27,59,123,3,Rain
2024,9,Yavatmal,24,63,148,2,Rain
2024,10,Ahmednagar,21,76,18,9,Cloudy
2024,10,Akola,22,77,20,9,Cloudy
2024,10,Amravati,37,63,10,12,Cloudy
2024,10,Aurangabad,20,81,3,5,Cloudy
2024,10,Beed,22,79,2,5,Cloudy
2024,10,Bhandara,23,89,8,2,Cloudy
2024,10,Buldhana,33,86,7,2,Cloudy
2024,10,Chandrapur,29,42,4,10,Cloudy
2024,10,Dhule,27,81,6,12,Cloudy
2024,10,Gadchiroli,23,74,9,9,Cloudy
2024,10,Gondia,38,68,4,3,Cloudy
2024,10,Hingoli,34,69,14,12,Cloudy
2024,10,Jalgaon,31,46,19,11,Cloudy
2024,10,Jalna,35,45,20,7,Cloudy
2024,10,Kolhapur,24,51,1,6,Cloudy
2024,10,Latur,23,85,20,11,Cloudy
2024,10,Mumbai City,31,86,3,7,Cloudy
2024,10,Mumbai Suburban,24,68,8,4,Cloudy
2024,10,Nagpur,21,63,15,4,Cloudy
2024,10,Nanded,37,95,18,12,Cloudy
2024,10,Nandurbar,35,86,13,2,Cloudy
2024,10,Nashik,34,69,20,4,Cloudy
2024,10,Osmanabad,27,58,16,6,Cloudy
2024,10,Palghar,37,55,3,6,Cloudy
2024,10,Parbhani,36,48,11,6,Cloudy
2024,10,Pune,28,46,11,3,Cloudy
2024,10,Raigad,32,77,5,7,Cloudy
2024,10,Ratnagiri,38,76,12,11,Cloudy
2024,10,Sangli,32,56,3,2,Cloudy
2024,10,Satara,21,59,2,10,Cloudy
2024,10,Sindhudurg,32,76,16,11,Cloudy
2024,10,Solapur,32,56,9,5,Cloudy
2024,10,Thane,30,65,0,11,Cloudy
2024,10,Wardha,20,72,14,8,Cloudy
2024,10,Washim,23,48,7,7,Cloudy
2024,10,Yavatmal,37,67,14,6,Cloudy
2024,11,Ahmednagar,24,89,12,2,Cloudy
2024,11,Akola,36,60,1,4,Cloudy
2024,11,Amravati,37,71,5,2,Cloudy
2024,11,Aurangabad,31,50,3,11,Cloudy
2024,11,Beed,31,49,14,8,Cloudy
2024,11,Bhandara,33,86,18,8,Cloudy
2024,11,Buldhana,23,61,2,5,Cloudy
2024,11,Chandrapur,28,47,7,6,Cloudy
2024,11,Dhule,28,64,6,12,Cloudy
2024,11,Gadchiroli,25,40,18,11,Cloudy
2024,11,Gondia,31,71,5,11,Cloudy
2024,11,Hingoli,34,76,9,9,Cloudy
2024,11,Jalgaon,25,40,12,11,Cloudy
2024,11,Jalna,24,72,15,10,Cloudy
2024,11,Kolhapur,25,86,9,7,Cloudy
2024,11,Latur,38,76,20,2,Cloudy
2024,11,Mumbai City,31,57,14,6,Cloudy
2024,11,Mumbai Suburban,29,74,8,2,Cloudy
2024,11,Nagpur,29,69,0,5,Cloudy
2024,11,Nanded,35,84,6,2,Cloudy
2024,11,Nandurbar,29,45,9,3,Cloudy
2024,11,Nashik,25,64,18,2,Cloudy
2024,11,Osmanabad,27,45,12,2,Cloudy
2024,11,Palghar,20,55,19,11,Cloudy
2024,11,Parbhani,23,52,2,6,Cloudy
2024,11,Pune,32,68,17,9,Cloudy
2024,11,Raigad,25,81,14,10,Cloudy
2024,11,Ratnagiri,22,78,11,12,Cloudy
2024,11,Sangli,38,89,8,11,Cloudy
2024,11,Satara,36,50,17,8,Cloudy
2024,11,Sindhudurg,30,57,7,5,Cloudy
2024,11,Solapur,33,56,9,6,Cloudy
2024,11,Thane,30,58,10,3,Cloudy
2024,11,Wardha,20,82,6,12,Cloudy
2024,11,Washim,34,54,2,12,Cloudy
2024,11,Yavatmal,22,90,6,4,Cloudy
2024,12,Ahmednagar,24,86,4,11,Cloudy
2024,12,Akola,26,65,1,6,Cloudy
2024,12,Amravati,28,41,5,3,Cloudy
2024,12,Aurangabad,22,68,7,2,Cloudy
2024,12,Beed,37,94,11,2,Cloudy
2024,12,Bhandara,28,58,4,3,Cloudy
2024,12,Buldhana,32,69,3,6,Cloudy
2024,12,Chandrapur,29,81,2,5,Cloudy
2024,12,Dhule,38,55,8,9,Cloudy
2024,12,Gadchiroli,25,76,13,4,Cloudy
2024,12,Gondia,34,66,7,8,Cloudy
2024,12,Hingoli,34,70,20,7,Cloudy
2024,12,Jalgaon,31,90,19,6,Cloudy
2024,12,Jalna,31,91,1,8,Cloudy
2024,12,Kolhapur,29,48,16,7,Cloudy
2024,12,Latur,33,95,1,8,Cloudy
2024,12,Mumbai City,29,51,8,7,Cloudy
2024,12,Mumbai Suburban,21,93,16,2,Cloudy
2024,12,Nagpur,28,57,2,7,Cloudy
2024,12,Nanded,24,87,1,7,Cloudy
2024,12,Nandurbar,25,72,14,8,Cloudy
2024,12,Nashik,36,90,9,6,Cloudy
2024,12,Osmanabad,35,53,3,11,Cloudy
2024,12,Palghar,34,61,15,3,Cloudy
2024,12,Parbhani,20,84,10,10,Cloudy
2024,12,Pune,30,46,14,10,Cloudy
2024,12,Raigad,27,41,18,5,Cloudy
2024,12,Ratnagiri,30,95,18,8,Cloudy
2024,12,Sangli,26,57,19,2,Cloudy
2024,12,Satara,27,85,2,8,Cloudy
2024,12,Sindhudurg,38,89,16,4,Cloudy
2024,12,Solapur,25,93,6,8,Cloudy
2024,12,Thane,29,93,6,7,Cloudy
2024,12,Wardha,24,54,2,8,Cloudy
2024,12,Washim,31,84,18,6,Cloudy
2024,12,Yavatmal,35,47,6,5,Cloudy
